Marca;Modelo;Version;year;avg;currency
KIA;CARNIVAL;VAN 2,2 CRDI 6AT 11P PREMIUM 2017;2019;43483;USD
KIA;CARNIVAL;VAN 2,2 CRDI 6AT 11P PREMIUM 2017;2017;40040;USD
KIA;CARNIVAL;VAN 2,2 CRDI 6AT 11P PREMIUM 2017;2015;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 6AT 11P PREMIUM 2017;2014;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P 2019;2023;47038;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P 2019;2020;45537;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P 2019;2019;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P 2019;2017;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P 2019;2015;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P 2019;2014;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM 2019;2024;58430;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM 2019;2023;55647;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM 2019;2020;53872;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM 2019;2019;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM 2019;2017;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM 2019;2015;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM 2019;2014;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM T/C 2019;2024;59511;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM T/C 2019;2023;56678;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM T/C 2019;2020;54869;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM T/C 2019;2019;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM T/C 2019;2017;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM T/C 2019;2015;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P PREMIUM T/C 2019;2014;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P 2022;2026;73899;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P 2022;2025;69669;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P EX 2025;2020;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P EX 2025;2019;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P EX 2025;2017;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P EX 2025;2016;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P EX 2025;2015;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P EX 2025;2014;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P SX 2024;2020;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P SX 2024;2019;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P SX 2024;2017;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P SX 2024;2015;;USD
KIA;CARNIVAL;VAN 2,2 CRDI 8AT 11P SX 2024;2014;;USD
KIA;CERATO;4P 1,6 EX FORTE;2020;;USD
KIA;CERATO;4P 1,6 EX FORTE;2019;;USD
KIA;CERATO;4P 1,6 EX FORTE;2017;;USD
KIA;CERATO;4P 1,6 EX FORTE;2015;;USD
KIA;CERATO;4P 1,6 EX FORTE;2014;;USD
KIA;CERATO;4P 1,6 EX FORTE;2012;10096;USD
KIA;CERATO;4P 1,6 EX FORTE PREMIUM;2020;;USD
KIA;CERATO;4P 1,6 EX FORTE PREMIUM;2019;;USD
KIA;CERATO;4P 1,6 EX FORTE PREMIUM;2017;;USD
KIA;CERATO;4P 1,6 EX FORTE PREMIUM;2015;;USD
KIA;CERATO;4P 1,6 EX FORTE PREMIUM;2014;;USD
KIA;CERATO;4P 1,6 EX FORTE PREMIUM;2012;10540;USD
KIA;CERATO;4P 2,0 EX FORTE PREMIUM;2020;;USD
KIA;CERATO;4P 2,0 EX FORTE PREMIUM;2019;;USD
KIA;CERATO;4P 2,0 EX FORTE PREMIUM;2017;;USD
KIA;CERATO;4P 2,0 EX FORTE PREMIUM;2015;;USD
KIA;CERATO;4P 2,0 EX FORTE PREMIUM;2014;;USD
KIA;CERATO;4P 2,0 EX FORTE PREMIUM;2012;11218;USD
KIA;CERATO;4P 2,0 EX FORTE ELEGANCE AT;2020;;USD
KIA;CERATO;4P 2,0 EX FORTE ELEGANCE AT;2019;;USD
KIA;CERATO;4P 2,0 EX FORTE ELEGANCE AT;2017;;USD
KIA;CERATO;4P 2,0 EX FORTE ELEGANCE AT;2015;;USD
KIA;CERATO;4P 2,0 EX FORTE ELEGANCE AT;2014;;USD
KIA;CERATO;4P 2,0 EX FORTE ELEGANCE AT;2012;13070;USD
KIA;CERATO;KOUP 2,0 ELX;2020;;USD
KIA;CERATO;KOUP 2,0 ELX;2019;;USD
KIA;CERATO;KOUP 2,0 ELX;2017;;USD
KIA;CERATO;KOUP 2,0 ELX;2015;;USD
KIA;CERATO;KOUP 2,0 ELX;2014;;USD
KIA;CERATO;KOUP 2,0 ELX;2012;15328;USD
KIA;CERATO;4P 1,6 EX 6VEL;2020;;USD
KIA;CERATO;4P 1,6 EX 6VEL;2019;;USD
KIA;CERATO;4P 1,6 EX 6VEL;2017;16650;USD
KIA;CERATO;4P 1,6 EX 6VEL;2016;15976;USD
KIA;CERATO;4P 1,6 EX 6VEL;2015;15320;USD
KIA;CERATO;4P 1,6 EX 6VEL;2014;14821;USD
KIA;CERATO;4P 1,6 EX 6VEL AT;2020;;USD
KIA;CERATO;4P 1,6 EX 6VEL AT;2019;;USD
KIA;CERATO;4P 1,6 EX 6VEL AT;2017;17174;USD
KIA;CERATO;4P 1,6 EX 6VEL AT;2016;16478;USD
KIA;CERATO;4P 1,6 EX 6VEL AT;2015;15845;USD
KIA;CERATO;4P 1,6 EX 6VEL AT;2014;15352;USD
KIA;CERATO;5P 1,6 AT;2021;;USD
KIA;CERATO;5P 1,6 AT;2020;22390;USD
KIA;CERATO;5P 1,6 AT;2019;21522;USD
KIA;CERATO;5P 1,6 AT;2018;21068;USD
KIA;CERATO;5P 1,6 AT;2017;19330;USD
KIA;CERATO;5P 1,6 AT;2016;;USD
KIA;CERATO;5P 1,6 AT;2015;;USD
KIA;CERATO;5P 1,6 AT;2014;;USD
KIA;CERATO;5P 2,0 AT;2021;;USD
KIA;CERATO;5P 2,0 AT;2020;25945;USD
KIA;CERATO;5P 2,0 AT;2019;24938;USD
KIA;CERATO;5P 2,0 AT;2018;24412;USD
KIA;CERATO;5P 2,0 AT;2017;22398;USD
KIA;CERATO;5P 2,0 AT;2016;;USD
KIA;CERATO;5P 2,0 AT;2015;;USD
KIA;CERATO;5P 2,0 AT;2014;;USD
KIA;CERATO;4P 2,0 AT;2021;;USD
KIA;CERATO;4P 2,0 AT;2020;26833;USD
KIA;CERATO;4P 2,0 AT;2019;25792;USD
KIA;CERATO;4P 2,0 AT;2018;25248;USD
KIA;CERATO;4P 2,0 AT;2017;23165;USD
KIA;CERATO;4P 2,0 AT;2016;;USD
KIA;CERATO;4P 2,0 AT;2015;;USD
KIA;CERATO;4P 2,0 AT;2014;;USD
KIA;CERATO;4P 2,0 EX AT;2021;27078;USD
KIA;CERATO;4P 2,0 EX AT;2020;25788;USD
KIA;CERATO;4P 2,0 EX AT;2019;;USD
KIA;CERATO;4P 2,0 EX AT;2018;;USD
KIA;CERATO;4P 2,0 EX AT;2017;;USD
KIA;CERATO;4P 2,0 EX AT;2016;;USD
KIA;CERATO;4P 2,0 EX AT;2015;;USD
KIA;CERATO;4P 2,0 EX AT;2014;;USD
KIA;CERATO;4P 2,0 SX AT;2021;27916;USD
KIA;CERATO;4P 2,0 SX AT;2020;;USD
KIA;CERATO;4P 2,0 SX AT;2019;;USD
KIA;CERATO;4P 2,0 SX AT;2018;;USD
KIA;CERATO;4P 2,0 SX AT;2017;;USD
KIA;CERATO;4P 2,0 SX AT;2016;;USD
KIA;CERATO;4P 2,0 SX AT;2015;;USD
KIA;CERATO;4P 2,0 SX AT;2014;;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2023;32997;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2022;30552;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2021;;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2020;;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2019;;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2018;;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2017;;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2016;;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2015;;USD
KIA;CERATO;4P 2,0 SX PLUS AT;2014;;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2023;36207;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2022;33525;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2021;29026;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2020;27644;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2019;;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2018;;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2017;;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2016;;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2015;;USD
KIA;CERATO;4P 2,0 SX AT GT LINE;2014;;USD
KIA;CERATO;4P 1,6 GT AT;2025;38895;USD
KIA;CERATO;4P 1,6 GT AT;2024;36561;USD
KIA;CERATO;4P 1,6 GT AT;2021;;USD
KIA;CERATO;4P 1,6 GT AT;2020;;USD
KIA;CERATO;4P 1,6 GT AT;2019;;USD
KIA;CERATO;4P 1,6 GT AT;2018;;USD
KIA;CERATO;4P 1,6 GT AT;2017;;USD
KIA;CERATO;4P 1,6 GT AT;2016;;USD
KIA;CERATO;4P 1,6 GT AT;2015;;USD
KIA;CERATO;4P 1,6 GT AT;2014;;USD
KIA;K3;4P 1,6 EX AT SEDAN;2026;25;USD
KIA;K3;4P 1,6 EX AT SEDAN;2025;30000;USD
KIA;K3;4P 1,6 EX AT SEDAN;2021;;USD
KIA;K3;4P 1,6 EX AT SEDAN;2020;;USD
KIA;K3;4P 1,6 EX AT SEDAN;2019;;USD
KIA;K3;4P 1,6 EX AT SEDAN;2018;;USD
KIA;K3;4P 1,6 EX AT SEDAN;2017;;USD
KIA;K3;4P 1,6 EX AT SEDAN;2016;;USD
KIA;K3;4P 1,6 EX AT SEDAN;2015;;USD
KIA;K3;4P 1,6 EX AT SEDAN;2014;;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2026;28,5;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2025;34200;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2021;;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2020;;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2019;;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2018;;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2017;;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2016;;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2015;;USD
KIA;K4;4P 1,6 GT-LINE AT SEDAN;2014;;USD
KIA;K5;5P 1,6 EX AT CROSS;2026;25;USD
KIA;K5;5P 1,6 EX AT CROSS;2025;30000;USD
KIA;K5;5P 1,6 EX AT CROSS;2021;;USD
KIA;K5;5P 1,6 EX AT CROSS;2020;;USD
KIA;K5;5P 1,6 EX AT CROSS;2019;;USD
KIA;K5;5P 1,6 EX AT CROSS;2018;;USD
KIA;K5;5P 1,6 EX AT CROSS;2017;;USD
KIA;K5;5P 1,6 EX AT CROSS;2016;;USD
KIA;K5;5P 1,6 EX AT CROSS;2015;;USD
KIA;K5;5P 1,6 EX AT CROSS;2014;;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2026;28,5;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2025;34200;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2021;;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2020;;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2019;;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2018;;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2017;;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2016;;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2015;;USD
KIA;K6;5P 1,6 GT-LINE AT CROSS;2014;;USD
KIA;PICANTO;5P 1,1 EX;2021;;USD
KIA;PICANTO;5P 1,1 EX;2020;;USD
KIA;PICANTO;5P 1,1 EX;2019;;USD
KIA;PICANTO;5P 1,1 EX;2018;;USD
KIA;PICANTO;5P 1,1 EX;2017;;USD
KIA;PICANTO;5P 1,1 EX;2016;;USD
KIA;PICANTO;5P 1,1 EX;2015;;USD
KIA;PICANTO;5P 1,1 EX;2014;;USD
KIA;PICANTO;5P 1,1 EX;2012;10378;USD
KIA;PICANTO;5P 1,1 EX AT;2021;;USD
KIA;PICANTO;5P 1,1 EX AT;2020;;USD
KIA;PICANTO;5P 1,1 EX AT;2019;;USD
KIA;PICANTO;5P 1,1 EX AT;2018;;USD
KIA;PICANTO;5P 1,1 EX AT;2017;;USD
KIA;PICANTO;5P 1,1 EX AT;2016;;USD
KIA;PICANTO;5P 1,1 EX AT;2015;;USD
KIA;PICANTO;5P 1,1 EX AT;2014;;USD
KIA;PICANTO;5P 1,1 EX AT;2012;11487;USD
KIA;PICANTO;5P 1,2 2012;2021;;USD
KIA;PICANTO;5P 1,2 2012;2020;;USD
KIA;PICANTO;5P 1,2 2012;2019;;USD
KIA;PICANTO;5P 1,2 2012;2018;;USD
KIA;PICANTO;5P 1,2 2012;2017;;USD
KIA;PICANTO;5P 1,2 2012;2016;;USD
KIA;PICANTO;5P 1,2 2012;2015;;USD
KIA;PICANTO;5P 1,2 2012;2014;13347;USD
KIA;PICANTO;5P 1,2 2012;2013;12796;USD
KIA;PICANTO;5P 1,2 2012;2012;11727;USD
KIA;PICANTO;5P 1,2 2012 AT;2021;;USD
KIA;PICANTO;5P 1,2 2012 AT;2020;;USD
KIA;PICANTO;5P 1,2 2012 AT;2019;;USD
KIA;PICANTO;5P 1,2 2012 AT;2018;;USD
KIA;PICANTO;5P 1,2 2012 AT;2017;;USD
KIA;PICANTO;5P 1,2 2012 AT;2016;;USD
KIA;PICANTO;5P 1,2 2012 AT;2015;;USD
KIA;PICANTO;5P 1,2 2012 AT;2014;14177;USD
KIA;PICANTO;5P 1,2 2012 AT;2013;13485;USD
KIA;PICANTO;5P 1,2 2012 AT;2012;12348;USD
KIA;PICANTO;5P 1,2 2014;2021;;USD
KIA;PICANTO;5P 1,2 2014;2020;;USD
KIA;PICANTO;5P 1,2 2014;2019;;USD
KIA;PICANTO;5P 1,2 2014;2018;17072;USD
KIA;PICANTO;5P 1,2 2014;2017;15943;USD
KIA;PICANTO;5P 1,2 2014;2016;15041;USD
KIA;PICANTO;5P 1,2 2014;2015;14461;USD
KIA;PICANTO;5P 1,2 2014;2014;14160;USD
KIA;PICANTO;5P 1,2 2014 AT;2021;;USD
KIA;PICANTO;5P 1,2 2014 AT;2020;;USD
KIA;PICANTO;5P 1,2 2014 AT;2019;;USD
KIA;PICANTO;5P 1,2 2014 AT;2018;18242;USD
KIA;PICANTO;5P 1,2 2014 AT;2017;17036;USD
KIA;PICANTO;5P 1,2 2014 AT;2016;16072;USD
KIA;PICANTO;5P 1,2 2014 AT;2015;15453;USD
KIA;PICANTO;5P 1,2 2014 AT;2014;15010;USD
KIA;PICANTO;5P 1,2 2018 AT;2021;21906;USD
KIA;PICANTO;5P 1,2 2018 AT;2020;20863;USD
KIA;PICANTO;5P 1,2 2018 AT;2019;20078;USD
KIA;PICANTO;5P 1,2 2018 AT;2018;19259;USD
KIA;PICANTO;5P 1,2 2018 AT;2017;;USD
KIA;PICANTO;5P 1,2 2018 AT;2016;;USD
KIA;PICANTO;5P 1,2 2018 AT;2015;;USD
KIA;PICANTO;5P 1,2 2018 AT;2014;;USD
KIA;RIO;5P 1,4 EX 6MT;2021;;USD
KIA;RIO;5P 1,4 EX 6MT;2020;;USD
KIA;RIO;5P 1,4 EX 6MT;2019;;USD
KIA;RIO;5P 1,4 EX 6MT;2018;18838;USD
KIA;RIO;5P 1,4 EX 6MT;2017;17592;USD
KIA;RIO;5P 1,4 EX 6MT;2016;16596;USD
KIA;RIO;5P 1,4 EX 6MT;2015;15501;USD
KIA;RIO;5P 1,4 EX 6MT;2014;14775;USD
KIA;RIO;5P 1,4 EX 6MT;2013;14313;USD
KIA;RIO;5P 1,4 EX 4AT;2021;;USD
KIA;RIO;5P 1,4 EX 4AT;2020;;USD
KIA;RIO;5P 1,4 EX 4AT;2019;;USD
KIA;RIO;5P 1,4 EX 4AT;2018;19861;USD
KIA;RIO;5P 1,4 EX 4AT;2017;18548;USD
KIA;RIO;5P 1,4 EX 4AT;2016;17498;USD
KIA;RIO;5P 1,4 EX 4AT;2015;16344;USD
KIA;RIO;5P 1,4 EX 4AT;2014;15578;USD
KIA;RIO;5P 1,4 EX 4AT;2013;15091;USD
KIA;RIO;5P 1,6 EX MT;2021;;USD
KIA;RIO;5P 1,6 EX MT;2020;;USD
KIA;RIO;5P 1,6 EX MT;2019;20550;USD
KIA;RIO;5P 1,6 EX MT;2018;19374;USD
KIA;RIO;5P 1,6 EX MT;2017;;USD
KIA;RIO;5P 1,6 EX MT;2016;;USD
KIA;RIO;5P 1,6 EX MT;2015;;USD
KIA;RIO;5P 1,6 EX MT;2014;;USD
KIA;RIO;5P 1,6 EX AT;2021;;USD
KIA;RIO;5P 1,6 EX AT;2020;;USD
KIA;RIO;5P 1,6 EX AT;2019;21893;USD
KIA;RIO;5P 1,6 EX AT;2018;20640;USD
KIA;RIO;5P 1,6 EX AT;2017;;USD
KIA;RIO;5P 1,6 EX AT;2016;;USD
KIA;RIO;5P 1,6 EX AT;2015;;USD
KIA;RIO;5P 1,6 EX AT;2014;;USD
KIA;RIO;5P 1,6 SX AT;2021;;USD
KIA;RIO;5P 1,6 SX AT;2020;;USD
KIA;RIO;5P 1,6 SX AT;2019;24681;USD
KIA;RIO;5P 1,6 SX AT;2018;23268;USD
KIA;RIO;5P 1,6 SX AT;2017;;USD
KIA;RIO;5P 1,6 SX AT;2016;;USD
KIA;RIO;5P 1,6 SX AT;2015;;USD
KIA;RIO;5P 1,6 SX AT;2014;;USD
KIA;RIO;5P 1,4 EX 6MT 2019;2021;23715;USD
KIA;RIO;5P 1,4 EX 6MT 2019;2020;22586;USD
KIA;RIO;5P 1,4 EX 6MT 2019;2019;21854;USD
KIA;RIO;5P 1,4 EX 6MT 2019;2018;;USD
KIA;RIO;5P 1,4 EX 6MT 2019;2017;;USD
KIA;RIO;5P 1,4 EX 6MT 2019;2016;;USD
KIA;RIO;5P 1,4 EX 6MT 2019;2015;;USD
KIA;RIO;5P 1,4 EX 6MT 2019;2014;;USD
KIA;RIO;5P 1,4 EX 6AT 2019;2021;25264;USD
KIA;RIO;5P 1,4 EX 6AT 2019;2020;24061;USD
KIA;RIO;5P 1,4 EX 6AT 2019;2019;23281;USD
KIA;RIO;5P 1,4 EX 6AT 2019;2018;;USD
KIA;RIO;5P 1,4 EX 6AT 2019;2017;;USD
KIA;RIO;5P 1,4 EX 6AT 2019;2016;;USD
KIA;RIO;5P 1,4 EX 6AT 2019;2015;;USD
KIA;RIO;5P 1,4 EX 6AT 2019;2014;;USD
KIA;RIO;5P 1,6 SX 6AT 2019;2021;25769;USD
KIA;RIO;5P 1,6 SX 6AT 2019;2020;24542;USD
KIA;RIO;5P 1,6 SX 6AT 2019;2019;23747;USD
KIA;RIO;5P 1,6 SX 6AT 2019;2018;;USD
KIA;RIO;5P 1,6 SX 6AT 2019;2017;;USD
KIA;RIO;5P 1,6 SX 6AT 2019;2016;;USD
KIA;RIO;5P 1,6 SX 6AT 2019;2015;;USD
KIA;RIO;5P 1,6 SX 6AT 2019;2014;;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2023;32144;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2022;29763;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2021;26775;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2020;;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2019;;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2018;;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2017;;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2016;;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2015;;USD
KIA;RIO;5P 1,6 SX 6AT SC 2021;2014;;USD
KIA;RIO;5P 1,6 SX 6AT 2021;2021;26775;USD
KIA;RIO;5P 1,6 SX 6AT 2021;2020;;USD
KIA;RIO;5P 1,6 SX 6AT 2021;2019;;USD
KIA;RIO;5P 1,6 SX 6AT 2021;2018;;USD
KIA;RIO;5P 1,6 SX 6AT 2021;2017;;USD
KIA;RIO;5P 1,6 SX 6AT 2021;2016;;USD
KIA;RIO;5P 1,6 SX 6AT 2021;2015;;USD
KIA;RIO;5P 1,6 SX 6AT 2021;2014;;USD
KIA;SELTOS;5P 1,6 LX AT;2021;29373;USD
KIA;SELTOS;5P 1,6 LX AT;2020;27974;USD
KIA;SELTOS;5P 1,6 LX AT;2019;;USD
KIA;SELTOS;5P 1,6 LX AT;2018;;USD
KIA;SELTOS;5P 1,6 LX AT;2017;;USD
KIA;SELTOS;5P 1,6 LX AT;2016;;USD
KIA;SELTOS;5P 1,6 LX AT;2015;;USD
KIA;SELTOS;5P 1,6 LX AT;2014;;USD
KIA;SELTOS;5P 1,6 EX AT;2024;36557;USD
KIA;SELTOS;5P 1,6 EX AT;2023;34895;USD
KIA;SELTOS;5P 1,6 EX AT;2022;32310;USD
KIA;SELTOS;5P 1,6 EX AT;2021;30695;USD
KIA;SELTOS;5P 1,6 EX AT;2020;;USD
KIA;SELTOS;5P 1,6 EX AT;2019;;USD
KIA;SELTOS;5P 1,6 EX AT;2018;;USD
KIA;SELTOS;5P 1,6 EX AT;2017;;USD
KIA;SELTOS;5P 1,6 EX AT;2016;;USD
KIA;SELTOS;5P 1,6 EX AT;2015;;USD
KIA;SELTOS;5P 1,6 EX AT;2014;;USD
KIA;SELTOS;5P 1,5 LX CVT;2026;34;USD
KIA;SELTOS;5P 1,5 LX CVT;2025;40243;USD
KIA;SELTOS;5P 1,5 LX CVT;2024;38231;USD
KIA;SELTOS;5P 1,5 LX CVT;2021;;USD
KIA;SELTOS;5P 1,5 LX CVT;2020;;USD
KIA;SELTOS;5P 1,5 LX CVT;2019;;USD
KIA;SELTOS;5P 1,5 LX CVT;2018;;USD
KIA;SELTOS;5P 1,5 LX CVT;2017;;USD
KIA;SELTOS;5P 1,5 LX CVT;2016;;USD
KIA;SELTOS;5P 1,5 LX CVT;2015;;USD
KIA;SELTOS;5P 1,5 LX CVT;2014;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2021;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2020;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2019;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2018;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2017;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2016;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2015;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2014;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2013;20648;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT;2012;18888;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2021;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2020;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2019;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2018;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2017;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2016;;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2015;24000;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2014;22664;USD
KIA;SORENTO;5P 2,4 2WD EX FULL AT NEW;2013;21010;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2021;;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2020;;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2019;;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2018;;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2017;;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2016;;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2015;;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2014;;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2013;22477;USD
KIA;SORENTO;5P 2,4 4WD EX FULL AT;2012;20294;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2021;;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2020;;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2019;;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2018;;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2017;;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2016;;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2015;30431;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2014;27596;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2013;24622;USD
KIA;SORENTO;5P 2,4 4WD EX PREMIUM AT;2012;21653;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2021;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2020;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2019;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2018;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2017;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2016;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2015;31873;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2014;31125;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM AT;2013;28853;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM 6AT 2016;2021;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM 6AT 2016;2020;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM 6AT 2016;2019;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM 6AT 2016;2018;;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM 6AT 2016;2017;34455;USD
KIA;SORENTO;5P 2,2 DSL 4WD EX PREMIUM 6AT 2016;2016;33838;USD
